"","sector","state","year","action_occurred"
"2659","Trade, Transportation, and Utilities","New Mexico",2024,0
"2660","Trade, Transportation, and Utilities","New Mexico",2025,0
"2661","Trade, Transportation, and Utilities","New York",2021,1
"2662","Trade, Transportation, and Utilities","New York",2022,1
"2663","Trade, Transportation, and Utilities","New York",2023,1
"2664","Trade, Transportation, and Utilities","New York",2024,1
"2665","Trade, Transportation, and Utilities","New York",2025,1
"2666","Trade, Transportation, and Utilities","North Carolina",2021,1
"2667","Trade, Transportation, and Utilities","North Carolina",2022,1
"2668","Trade, Transportation, and Utilities","North Carolina",2023,1
"2669","Trade, Transportation, and Utilities","North Carolina",2024,1
"2670","Trade, Transportation, and Utilities","North Carolina",2025,1
"2671","Trade, Transportation, and Utilities","North Dakota",2021,0
"2672","Trade, Transportation, and Utilities","North Dakota",2022,1
"2673","Trade, Transportation, and Utilities","North Dakota",2023,0
"2674","Trade, Transportation, and Utilities","North Dakota",2024,0
"2675","Trade, Transportation, and Utilities","North Dakota",2025,0
"2676","Trade, Transportation, and Utilities","Ohio",2021,1
"2677","Trade, Transportation, and Utilities","Ohio",2022,1
"2678","Trade, Transportation, and Utilities","Ohio",2023,1
"2679","Trade, Transportation, and Utilities","Ohio",2024,1
"2680","Trade, Transportation, and Utilities","Ohio",2025,1
"2681","Trade, Transportation, and Utilities","Oklahoma",2021,0
"2682","Trade, Transportation, and Utilities","Oklahoma",2022,1
"2683","Trade, Transportation, and Utilities","Oklahoma",2023,1
"2684","Trade, Transportation, and Utilities","Oklahoma",2024,1
"2685","Trade, Transportation, and Utilities","Oklahoma",2025,0
"2686","Trade, Transportation, and Utilities","Oregon",2021,1
"2687","Trade, Transportation, and Utilities","Oregon",2022,1
"2688","Trade, Transportation, and Utilities","Oregon",2023,1
"2689","Trade, Transportation, and Utilities","Oregon",2024,1
"2690","Trade, Transportation, and Utilities","Oregon",2025,1
"2691","Trade, Transportation, and Utilities","Pennsylvania",2021,1
"2692","Trade, Transportation, and Utilities","Pennsylvania",2022,1
"2693","Trade, Transportation, and Utilities","Pennsylvania",2023,1
"2694","Trade, Transportation, and Utilities","Pennsylvania",2024,1
"2695","Trade, Transportation, and Utilities","Pennsylvania",2025,0
"2696","Trade, Transportation, and Utilities","Rhode Island",2021,1
"2697","Trade, Transportation, and Utilities","Rhode Island",2022,1
"2698","Trade, Transportation, and Utilities","Rhode Island",2023,1
"2699","Trade, Transportation, and Utilities","Rhode Island",2024,1
"2700","Trade, Transportation, and Utilities","Rhode Island",2025,0
"2701","Trade, Transportation, and Utilities","South Carolina",2021,0
"2702","Trade, Transportation, and Utilities","South Carolina",2022,1
"2703","Trade, Transportation, and Utilities","South Carolina",2023,1
"2704","Trade, Transportation, and Utilities","South Carolina",2024,1
"2705","Trade, Transportation, and Utilities","South Carolina",2025,0
"2706","Trade, Transportation, and Utilities","Tennessee",2021,1
"2707","Trade, Transportation, and Utilities","Tennessee",2022,1
"2708","Trade, Transportation, and Utilities","Tennessee",2023,1
"2709","Trade, Transportation, and Utilities","Tennessee",2024,1
"2710","Trade, Transportation, and Utilities","Tennessee",2025,1
"2711","Trade, Transportation, and Utilities","Texas",2021,1
"2712","Trade, Transportation, and Utilities","Texas",2022,1
"2713","Trade, Transportation, and Utilities","Texas",2023,1
"2714","Trade, Transportation, and Utilities","Texas",2024,1
"2715","Trade, Transportation, and Utilities","Texas",2025,0
"2716","Trade, Transportation, and Utilities","Utah",2021,0
"2717","Trade, Transportation, and Utilities","Utah",2022,1
"2718","Trade, Transportation, and Utilities","Utah",2023,0
"2719","Trade, Transportation, and Utilities","Utah",2024,0
"2720","Trade, Transportation, and Utilities","Utah",2025,0
"2721","Trade, Transportation, and Utilities","Vermont",2021,1
"2722","Trade, Transportation, and Utilities","Vermont",2022,0
"2723","Trade, Transportation, and Utilities","Vermont",2023,0
"2724","Trade, Transportation, and Utilities","Vermont",2024,0
"2725","Trade, Transportation, and Utilities","Vermont",2025,0
"2726","Trade, Transportation, and Utilities","Virginia",2021,1
"2727","Trade, Transportation, and Utilities","Virginia",2022,1
"2728","Trade, Transportation, and Utilities","Virginia",2023,1
"2729","Trade, Transportation, and Utilities","Virginia",2024,1
"2730","Trade, Transportation, and Utilities","Virginia",2025,0
"2731","Trade, Transportation, and Utilities","Washington",2021,1
"2732","Trade, Transportation, and Utilities","Washington",2022,1
"2733","Trade, Transportation, and Utilities","Washington",2023,1
"2734","Trade, Transportation, and Utilities","Washington",2024,1
"2735","Trade, Transportation, and Utilities","Washington",2025,1
"2736","Trade, Transportation, and Utilities","West Virginia",2021,0
"2737","Trade, Transportation, and Utilities","West Virginia",2022,0
"2738","Trade, Transportation, and Utilities","West Virginia",2023,1
"2739","Trade, Transportation, and Utilities","West Virginia",2024,1
"2740","Trade, Transportation, and Utilities","West Virginia",2025,0
"2741","Trade, Transportation, and Utilities","Wisconsin",2021,1
"2742","Trade, Transportation, and Utilities","Wisconsin",2022,0
"2743","Trade, Transportation, and Utilities","Wisconsin",2023,1
"2744","Trade, Transportation, and Utilities","Wisconsin",2024,1
"2745","Trade, Transportation, and Utilities","Wisconsin",2025,0
"2746","Trade, Transportation, and Utilities","Wyoming",2021,0
"2747","Trade, Transportation, and Utilities","Wyoming",2022,0
"2748","Trade, Transportation, and Utilities","Wyoming",2023,0
"2749","Trade, Transportation, and Utilities","Wyoming",2024,0
"2750","Trade, Transportation, and Utilities","Wyoming",2025,0
